Countries Code,Countries,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E92000001,England,7,Aged 7 years,4,White,5,5 people in household,95613
E92000001,England,7,Aged 7 years,4,White,6,6 or more people in household,49962
E92000001,England,7,Aged 7 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,7,Aged 7 years,5,Other ethnic group,1,1 person in household,0
E92000001,England,7,Aged 7 years,5,Other ethnic group,2,2 people in household,473
E92000001,England,7,Aged 7 years,5,Other ethnic group,3,3 people in household,2029
E92000001,England,7,Aged 7 years,5,Other ethnic group,4,4 people in household,5755
E92000001,England,7,Aged 7 years,5,Other ethnic group,5,5 people in household,4837
E92000001,England,7,Aged 7 years,5,Other ethnic group,6,6 or more people in household,4639
E92000001,England,8,Aged 8 years,-8,Does not apply,0,0 people in household,0
E92000001,England,8,Aged 8 years,-8,Does not apply,1,1 person in household,0
E92000001,England,8,Aged 8 years,-8,Does not apply,2,2 people in household,0
E92000001,England,8,Aged 8 years,-8,Does not apply,3,3 people in household,0
E92000001,England,8,Aged 8 years,-8,Does not apply,4,4 people in household,0
E92000001,England,8,Aged 8 years,-8,Does not apply,5,5 people in household,0
E92000001,England,8,Aged 8 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,21
E92000001,England,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,1292
E92000001,England,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,8438
E92000001,England,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,27682
E92000001,England,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,22120
E92000001,England,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,25630
E92000001,England,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,6
E92000001,England,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2354
E92000001,England,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,6015
E92000001,England,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,9862
E92000001,England,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,9655
E92000001,England,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,10138
E92000001,England,8,Aged 8 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,8,Aged 8 years,3,Mixed or Multiple ethnic groups,1,1 person in household,5
E92000001,England,8,Aged 8 years,3,Mixed or Multiple ethnic groups,2,2 people in household,4037
E92000001,England,8,Aged 8 years,3,Mixed or Multiple ethnic groups,3,3 people in household,11031
E92000001,England,8,Aged 8 years,3,Mixed or Multiple ethnic groups,4,4 people in household,18365
E92000001,England,8,Aged 8 years,3,Mixed or Multiple ethnic groups,5,5 people in household,8766
E92000001,England,8,Aged 8 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,5330
E92000001,England,8,Aged 8 years,4,White,0,0 people in household,0
E92000001,England,8,Aged 8 years,4,White,1,1 person in household,41
E92000001,England,8,Aged 8 years,4,White,2,2 people in household,25264
E92000001,England,8,Aged 8 years,4,White,3,3 people in household,96019
E92000001,England,8,Aged 8 years,4,White,4,4 people in household,220564
E92000001,England,8,Aged 8 years,4,White,5,5 people in household,101919
E92000001,England,8,Aged 8 years,4,White,6,6 or more people in household,52756
E92000001,England,8,Aged 8 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,8,Aged 8 years,5,Other ethnic group,1,1 person in household,5
E92000001,England,8,Aged 8 years,5,Other ethnic group,2,2 people in household,428
E92000001,England,8,Aged 8 years,5,Other ethnic group,3,3 people in household,1955
E92000001,England,8,Aged 8 years,5,Other ethnic group,4,4 people in household,5557
E92000001,England,8,Aged 8 years,5,Other ethnic group,5,5 people in household,5075
E92000001,England,8,Aged 8 years,5,Other ethnic group,6,6 or more people in household,5174
E92000001,England,9,Aged 9 years,-8,Does not apply,0,0 people in household,0
E92000001,England,9,Aged 9 years,-8,Does not apply,1,1 person in household,0
E92000001,England,9,Aged 9 years,-8,Does not apply,2,2 people in household,0
E92000001,England,9,Aged 9 years,-8,Does not apply,3,3 people in household,0
E92000001,England,9,Aged 9 years,-8,Does not apply,4,4 people in household,0
E92000001,England,9,Aged 9 years,-8,Does not apply,5,5 people in household,0
E92000001,England,9,Aged 9 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,10
E92000001,England,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,1244
E92000001,England,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,8296
E92000001,England,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,26822
E92000001,England,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,22291
E92000001,England,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,26213
E92000001,England,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,6
E92000001,England,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2393
E92000001,England,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,6093
E92000001,England,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,10021
E92000001,England,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,9686
E92000001,England,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,10581
E92000001,England,9,Aged 9 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,9,Aged 9 years,3,Mixed or Multiple ethnic groups,1,1 person in household,7
E92000001,England,9,Aged 9 years,3,Mixed or Multiple ethnic groups,2,2 people in household,4061
E92000001,England,9,Aged 9 years,3,Mixed or Multiple ethnic groups,3,3 people in household,10835
E92000001,England,9,Aged 9 years,3,Mixed or Multiple ethnic groups,4,4 people in household,17782
E92000001,England,9,Aged 9 years,3,Mixed or Multiple ethnic groups,5,5 people in household,8738
E92000001,England,9,Aged 9 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,5127
E92000001,England,9,Aged 9 years,4,White,0,0 people in household,0
E92000001,England,9,Aged 9 years,4,White,1,1 person in household,77
E92000001,England,9,Aged 9 years,4,White,2,2 people in household,25971
E92000001,England,9,Aged 9 years,4,White,3,3 people in household,96789
E92000001,England,9,Aged 9 years,4,White,4,4 people in household,221662
E92000001,England,9,Aged 9 years,4,White,5,5 people in household,105031
E92000001,England,9,Aged 9 years,4,White,6,6 or more people in household,55327
E92000001,England,9,Aged 9 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,9,Aged 9 years,5,Other ethnic group,1,1 person in household,1
E92000001,England,9,Aged 9 years,5,Other ethnic group,2,2 people in household,478
E92000001,England,9,Aged 9 years,5,Other ethnic group,3,3 people in household,2005
E92000001,England,9,Aged 9 years,5,Other ethnic group,4,4 people in household,5382
E92000001,England,9,Aged 9 years,5,Other ethnic group,5,5 people in household,5165
E92000001,England,9,Aged 9 years,5,Other ethnic group,6,6 or more people in household,5466
E92000001,England,10,Aged 10 years,-8,Does not apply,0,0 people in household,0
E92000001,England,10,Aged 10 years,-8,Does not apply,1,1 person in household,0
E92000001,England,10,Aged 10 years,-8,Does not apply,2,2 people in household,0
E92000001,England,10,Aged 10 years,-8,Does not apply,3,3 people in household,0
E92000001,England,10,Aged 10 years,-8,Does not apply,4,4 people in household,0
E92000001,England,10,Aged 10 years,-8,Does not apply,5,5 people in household,0
E92000001,England,10,Aged 10 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,4
E92000001,England,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,1245
E92000001,England,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,7878
E92000001,England,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,25479
E92000001,England,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,22131
E92000001,England,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,26759
E92000001,England,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,13
E92000001,England,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2465
E92000001,England,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,6463
E92000001,England,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,10409
E92000001,England,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,9881
E92000001,England,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,11074
E92000001,England,10,Aged 10 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,10,Aged 10 years,3,Mixed or Multiple ethnic groups,1,1 person in household,2
E92000001,England,10,Aged 10 years,3,Mixed or Multiple ethnic groups,2,2 people in household,4166
E92000001,England,10,Aged 10 years,3,Mixed or Multiple ethnic groups,3,3 people in household,10424
E92000001,England,10,Aged 10 years,3,Mixed or Multiple ethnic groups,4,4 people in household,16954
E92000001,England,10,Aged 10 years,3,Mixed or Multiple ethnic groups,5,5 people in household,8726
E92000001,England,10,Aged 10 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,5107
E92000001,England,10,Aged 10 years,4,White,0,0 people in household,0
E92000001,England,10,Aged 10 years,4,White,1,1 person in household,40
E92000001,England,10,Aged 10 years,4,White,2,2 people in household,25510
E92000001,England,10,Aged 10 years,4,White,3,3 people in household,96955
E92000001,England,10,Aged 10 years,4,White,4,4 people in household,219904
E92000001,England,10,Aged 10 years,4,White,5,5 people in household,106355
E92000001,England,10,Aged 10 years,4,White,6,6 or more people in household,56809
E92000001,England,10,Aged 10 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,10,Aged 10 years,5,Other ethnic group,1,1 person in household,15
E92000001,England,10,Aged 10 years,5,Other ethnic group,2,2 people in household,549
E92000001,England,10,Aged 10 years,5,Other ethnic group,3,3 people in household,2070
E92000001,England,10,Aged 10 years,5,Other ethnic group,4,4 people in household,5337
E92000001,England,10,Aged 10 years,5,Other ethnic group,5,5 people in household,5081
E92000001,England,10,Aged 10 years,5,Other ethnic group,6,6 or more people in household,5565
E92000001,England,11,Aged 11 years,-8,Does not apply,0,0 people in household,0
E92000001,England,11,Aged 11 years,-8,Does not apply,1,1 person in household,0
E92000001,England,11,Aged 11 years,-8,Does not apply,2,2 people in household,0
E92000001,England,11,Aged 11 years,-8,Does not apply,3,3 people in household,0
E92000001,England,11,Aged 11 years,-8,Does not apply,4,4 people in household,0
E92000001,England,11,Aged 11 years,-8,Does not apply,5,5 people in household,0
E92000001,England,11,Aged 11 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,14
E92000001,England,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,1433
E92000001,England,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,7826
E92000001,England,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,24733
E92000001,England,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,22025
E92000001,England,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,27631
E92000001,England,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4
E92000001,England,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2623
E92000001,England,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,6682
E92000001,England,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,10540
